W,cos th,t,dsigdcosth (mu barn),dsigdcosth error (mu barn),dsigdt (mu barn/GeV^2),dsigdt error (mu barn/GeV^2),source
2.825,-0.25,-3.52123563,0.03527,0.00249,0.01254666,0.000885772,CLAS omega
2.825,-0.15,-3.240124954,0.04333,0.00279,0.015413858,0.000992492,CLAS omega
2.825,-0.05,-2.959014278,0.04249,0.00273,0.015115043,0.000971148,CLAS omega
2.825,0.05,-2.677903602,0.05507,0.00317,0.019590149,0.00112767,CLAS omega
2.825,0.15,-2.396792926,0.06536,0.00367,0.023250629,0.001305536,CLAS omega
2.825,0.25,-2.11568225,0.1035,0.0049,0.036818239,0.001743086,CLAS omega
2.825,0.35,-1.834571574,0.1254,0.0057,0.044608765,0.002027671,CLAS omega
2.825,0.45,-1.553460898,0.1454,0.0069,0.0517234,0.002454549,CLAS omega
2.825,0.55,-1.272350222,0.2073,0.0093,0.073743197,0.003308306,CLAS omega
2.825,0.65,-0.991239546,0.3694,0.0148,0.131407318,0.00526483,CLAS omega
2.825,0.75,-0.71012887,0.9208,0.0282,0.327557819,0.010031636,CLAS omega
2.825,0.85,-0.429018194,3.028,0.101,1.077155818,0.035928909,CLAS omega
2.825,0.93,-0.204129653,18.42,2.386,6.552579314,0.848776017,CLAS omega
2.835,-0.82,-5.174985115,0.174,0.018,0.061279968,0.006339307,CLAS omega
2.835,-0.75,-4.97622522,0.157,0.0076,0.055292845,0.002676596,CLAS omega
2.835,-0.65,-4.692282513,0.1198,0.0057,0.04219161,0.002007447,CLAS omega
2.835,-0.55,-4.408339806,0.09595,0.00487,0.033792028,0.001715135,CLAS omega
2.835,-0.45,-4.124397099,0.06648,0.00383,0.023413174,0.001348864,CLAS omega
2.835,-0.35,-3.840454391,0.04089,0.00297,0.014400792,0.001045986,CLAS omega
2.835,-0.25,-3.556511684,0.03283,0.00242,0.011562192,0.000852285,CLAS omega
2.835,-0.15,-3.272568977,0.03751,0.00254,0.013210411,0.000894547,CLAS omega
2.835,-0.05,-2.988626269,0.03688,0.00245,0.012988536,0.00086285,CLAS omega
2.835,0.05,-2.704683562,0.05218,0.00302,0.018376947,0.001063595,CLAS omega
2.835,0.15,-2.420740855,0.06124,0.00368,0.021567731,0.001296036,CLAS omega
2.835,0.25,-2.136798148,0.08363,0.00434,0.029453125,0.001528477,CLAS omega
2.835,0.35,-1.85285544,0.108,0.0051,0.038035842,0.001796137,CLAS omega
2.835,0.45,-1.568912733,0.1597,0.0075,0.056243741,0.002641378,CLAS omega
2.835,0.55,-1.284970026,0.2003,0.0091,0.0705424,0.003204872,CLAS omega
2.835,0.65,-1.001027318,0.3269,0.0131,0.115128859,0.004613607,CLAS omega
2.835,0.75,-0.717084611,0.8625,0.027,0.303758462,0.009508961,CLAS omega
2.835,0.85,-0.433141904,3.474,0.125,1.223486256,0.044022965,CLAS omega
2.835,0.92,-0.234382009,11.96,1.066,4.212117337,0.37542785,CLAS omega
2.476,,-0.037,,,25.9,3.1,Ballam2.8GeV
2.476,,-0.08,,,21.4,3,Ballam2.8GeV
2.476,,-0.125,,,14.7,2.3,Ballam2.8GeV
2.476,,-0.175,,,7.6,1.6,Ballam2.8GeV
2.476,,-0.25,,,6.4,1.1,Ballam2.8GeV
2.476,,-0.35,,,4.2,0.8,Ballam2.8GeV
2.476,,-0.45,,,1.2,0.6,Ballam2.8GeV
2.476,,-0.75,,,0.8,0.2,Ballam2.8GeV
2.476,,-1.5,,,0.24,0.12,Ballam2.8GeV
2.476,,-3.78276,,,0.18,0.1,Ballam2.8GeV
3.114,,-0.037,,,19.6,3.1,Ballam4.7GeV
3.114,,-0.08,,,10.8,1.8,Ballam4.7GeV
3.114,,-0.125,,,8.1,1.4,Ballam4.7GeV
3.114,,-0.175,,,5.6,1.1,Ballam4.7GeV
3.114,,-0.25,,,2.8,0.6,Ballam4.7GeV
3.114,,-0.35,,,1.9,0.5,Ballam4.7GeV
3.114,,-0.45,,,0.8,0.4,Ballam4.7GeV
3.114,,-0.75,,,0.3,0.1,Ballam4.7GeV
3.114,,-1.5,,,0,0.03,Ballam4.7GeV
3.114,,-3.75,,,0,0.01,Ballam4.7GeV
3.114,,-6.414195386,,,0.04,0.04,Ballam4.7GeV
4.281,,-0.04,,,10.2,1.4,Ballam9.3GeV
4.281,,-0.08,,,6.9,1,Ballam9.3GeV
4.281,,-0.125,,,6.5,1,Ballam9.3GeV
4.281,,-0.175,,,3.7,0.8,Ballam9.3GeV
4.281,,-0.25,,,2.2,0.5,Ballam9.3GeV
4.281,,-0.35,,,0.8,0.2,Ballam9.3GeV
4.281,,-0.45,,,0.8,0.2,Ballam9.3GeV
4.281,,-0.75,,,0.15,0.07,Ballam9.3GeV
80,0.999985932,-0.045,23927.12418,3774.599804,7.48,1.18,ZEUS80GeV
80,0.999954671,-0.145,6941.425064,1599.406697,2.17,0.5,ZEUS80GeV
80,0.999923096,-0.246,2718.991384,767.7152144,0.85,0.24,ZEUS80GeV
80,0.999892148,-0.345,991.632152,607.7745447,0.31,0.19,ZEUS80GeV
80,0.999858385,-0.453,703.7389465,287.8932054,0.22,0.09,ZEUS80GeV
80,0.999829624,-0.545,127.9525357,127.9525357,0.04,0.04,ZEUS80GeV
2.606,,-0.01,,,32.3,2.8,Barber2.8-3.5GeV
2.606,,-0.03,,,28.8,2.8,Barber2.8-3.5GeV
2.606,,-0.05,,,17.4,2.1,Barber2.8-3.5GeV
2.606,,-0.075,,,13.9,1.7,Barber2.8-3.5GeV
2.606,,-0.105,,,11.9,1.7,Barber2.8-3.5GeV
2.606,,-0.14,,,11.5,1.7,Barber2.8-3.5GeV
2.606,,-0.18,,,13.8,3.1,Barber2.8-3.5GeV
2.606,,-0.25,,,4.1,0.9,Barber2.8-3.5GeV
2.606,,-0.35,,,3,1.3,Barber2.8-3.5GeV
2.606,,-0.45,,,0.8,0.05,Barber2.8-3.5GeV
2.846,,-0.01,,,18.3,1.6,Barber3.5-4.2GeV
2.846,,-0.03,,,15.1,1.4,Barber3.5-4.2GeV
2.846,,-0.05,,,12.7,1.4,Barber3.5-4.2GeV
2.846,,-0.075,,,10,1.1,Barber3.5-4.2GeV
2.846,,-0.105,,,8.1,0.9,Barber3.5-4.2GeV
2.846,,-0.14,,,6.5,0.7,Barber3.5-4.2GeV
2.846,,-0.18,,,3.1,0.7,Barber3.5-4.2GeV
2.846,,-0.25,,,3.4,0.5,Barber3.5-4.2GeV
2.846,,-0.35,,,1.9,0.3,Barber3.5-4.2GeV
2.846,,-0.45,,,0.9,0.3,Barber3.5-4.2GeV
3.053,,-0.01,,,15.3,2.2,Barber4.2-4.8GeV
3.053,,-0.03,,,14.4,2.2,Barber4.2-4.8GeV
3.053,,-0.05,,,10.2,1.8,Barber4.2-4.8GeV
3.053,,-0.075,,,7.3,1.1,Barber4.2-4.8GeV
3.053,,-0.105,,,7.1,1.3,Barber4.2-4.8GeV
3.053,,-0.14,,,5.6,1,Barber4.2-4.8GeV
3.053,,-0.18,,,5.2,1,Barber4.2-4.8GeV
3.053,,-0.25,,,3.2,0.5,Barber4.2-4.8GeV
3.053,,-0.35,,,1.1,0.3,Barber4.2-4.8GeV
3.053,,-0.45,,,0.3,0.2,Barber4.2-4.8GeV
16.379,,-0.0107,,,10.41,2.35,Busenitz60-225
16.379,,-0.03455,,,6.23,1.89,Busenitz60-225
16.379,,-0.0646,,,4.64,1.65,Busenitz60-225
16.379,,-0.11325,,,2.43,0.79,Busenitz60-225
16.379,,-0.21865,,,0.87,0.32,Busenitz60-225
16.379,,-0.64615,,,0.1,0.05,Busenitz60-225
